,time,ID,01VCU_Tx_trqMCURR,02VCU_Tx_nMCURR,03VCU_Tx_stMCURRKeyOn,04VCU_Tx_stMCURRActDischrg,05VCU_Tx_stMCURRActSC,06VCU_Tx_stMCURRReq,07VCU_Tx_stMCUCRRMod,08VCU_Tx_stMCURRTrqFlg,09VCU_Tx_stMCURRNFlg,10VCU_Tx_ctRolling8,11VCU_Tx_numChkS8
43,24.932502,515,30000,38268,1,0,0,0,0,0,0,9,56
44,25.502508,515,30000,38268,1,0,0,0,0,0,0,2,168
45,26.072499,515,30000,38268,1,0,0,0,0,0,0,11,24
46,26.642505,515,30000,38268,1,0,0,0,0,0,0,4,136
47,27.212498999999998,515,30000,38268,1,0,0,0,0,0,0,13,248
48,27.782496000000002,515,30000,38268,1,0,0,0,0,0,0,6,104
49,28.352503999999996,515,30000,38268,1,0,0,0,0,0,0,15,216
50,28.922495,515,30000,38268,1,0,0,0,0,0,0,8,72
51,29.492495,515,30000,38268,1,0,0,0,0,0,0,1,184
52,30.062087,515,30000,38268,1,0,0,0,0,0,0,10,40
53,30.632496999999997,515,30000,38268,1,0,0,0,0,0,0,3,152
54,31.202498,515,30000,38268,1,0,0,0,0,0,0,12,8
55,31.772488,515,30000,38268,1,0,0,0,0,0,0,5,120
56,32.342483,515,30000,38268,1,0,0,0,0,0,0,14,232
57,32.912485,515,30000,38268,1,0,0,0,0,0,0,7,88
58,33.482496999999995,515,30000,38268,1,0,0,0,0,0,0,0,200
59,34.052489,515,30000,38268,1,0,0,0,0,0,0,9,56
60,34.622495,515,30000,38268,1,0,0,0,0,0,0,2,168
61,35.19248599999999,515,30000,38268,1,0,0,0,0,0,0,11,24
62,35.762333,515,30000,38268,1,0,0,0,0,0,0,4,136
63,36.332485,515,30000,38268,1,0,0,0,0,0,0,13,248
64,36.902484,515,30000,38268,1,0,0,0,0,0,0,6,104
65,37.47249,515,30000,38268,1,0,0,0,0,0,0,15,216
66,38.042481,515,30000,38268,1,0,0,0,0,0,0,8,72
67,38.612481,515,30000,38268,1,0,0,0,0,0,0,1,184
68,39.182484,515,30000,38268,1,0,0,0,0,0,0,10,40
69,39.752484,515,30000,38268,1,0,0,0,0,0,0,3,152
70,40.322485,515,30000,38268,1,0,0,0,0,0,0,12,8
71,40.892475,515,30000,38268,1,0,0,0,0,0,0,5,120
72,41.462061,515,30000,38268,1,0,0,0,0,0,0,14,232
73,42.03247,515,30000,38268,1,0,0,0,0,0,0,7,88
74,42.602482,515,30000,38268,1,0,0,0,0,0,0,0,200
75,43.172474,515,30000,38268,1,0,0,0,0,0,0,9,56
76,43.742478999999996,515,30000,38268,1,0,0,0,0,0,0,2,168
77,44.31247000000001,515,30000,38268,1,0,0,0,0,0,0,11,24
