,time,ID,01VCU_Tx_trqMCURR,02VCU_Tx_nMCURR,03VCU_Tx_stMCURRKeyOn,04VCU_Tx_stMCURRActDischrg,05VCU_Tx_stMCURRActSC,06VCU_Tx_stMCURRReq,07VCU_Tx_stMCUCRRMod,08VCU_Tx_stMCURRTrqFlg,09VCU_Tx_stMCURRNFlg,10VCU_Tx_ctRolling8,11VCU_Tx_numChkS8
78,44.882477,515,30000,38268,1,0,0,0,0,0,0,4,136
79,45.452472,515,30000,38268,1,0,0,0,0,0,0,13,248
80,46.022469,515,30000,38268,1,0,0,0,0,0,0,6,104
81,46.592476,515,30000,38268,1,0,0,0,0,0,0,15,216
82,47.162054,515,30000,38268,1,0,0,0,0,0,0,8,72
83,47.732467,515,30000,38268,1,0,0,0,0,0,0,1,184
84,48.302469,515,30000,38268,1,0,0,0,0,0,0,10,40
85,48.87247,515,30000,38268,1,0,0,0,0,0,0,3,152
86,49.44247100000001,515,30000,38268,1,0,0,0,0,0,0,12,8
87,50.012461,515,30000,38268,1,0,0,0,0,0,0,5,120
88,50.582454999999996,515,30000,38268,1,0,0,0,0,0,0,14,232
89,51.152457,515,30000,38268,1,0,0,0,0,0,0,7,88
90,51.722458,515,30000,38268,1,0,0,0,0,0,0,0,200
91,52.292460999999996,515,30000,38268,1,0,0,0,0,0,0,9,56
92,52.862044,515,30000,38268,1,0,0,0,0,0,0,2,168
93,53.43245600000001,515,30000,38268,1,0,0,0,0,0,0,11,24
94,54.002437,515,30000,38268,1,0,0,0,0,0,0,4,136
95,54.572454,515,30000,38268,1,0,0,0,0,0,0,13,248
96,55.142423,515,30000,38268,1,0,0,0,0,0,0,6,104
97,55.712421,515,30000,38268,1,0,0,0,0,0,0,15,216
98,56.28244100000001,515,30000,38268,1,0,0,0,0,0,0,8,72
99,56.85243199999999,515,30000,38268,1,0,0,0,0,0,0,1,184
100,57.422431,515,30000,38268,1,0,0,0,0,0,0,10,40
101,57.992424,515,30000,38268,1,0,0,0,0,0,0,3,152
102,58.562029,515,30000,38268,1,0,0,0,0,0,0,12,8
103,59.13239599999999,515,30000,38268,1,0,0,0,0,0,0,5,120
104,59.702383999999995,515,30000,38268,1,0,0,0,0,0,0,14,232
105,60.272411,515,30000,38268,1,0,0,0,0,0,0,7,88
106,60.842416,515,30000,38268,1,0,0,0,0,0,0,0,200
107,61.41239100000001,515,30000,38268,1,0,0,0,0,0,0,9,56
108,61.98240300000001,515,30000,38268,1,0,0,0,0,0,0,2,168
109,62.552372,515,30000,38268,1,0,0,0,0,0,0,11,24
110,63.122374,515,30000,38268,1,0,0,0,0,0,0,4,136
111,63.692367000000004,515,30000,38268,1,0,0,0,0,0,0,13,248
112,64.262251,515,30000,38268,1,0,0,0,0,0,0,6,104
113,64.832387,515,30000,38268,1,0,0,0,0,0,0,15,216
114,65.40235799999999,515,30000,38268,1,0,0,0,0,0,0,8,72
115,65.97237,515,30000,38268,1,0,0,0,0,0,0,1,184
116,66.542351,515,30000,38268,1,0,0,0,0,0,0,10,40
117,67.112364,515,30000,38268,1,0,0,0,0,0,0,3,152
118,67.682098,515,30000,38268,1,0,0,0,0,0,0,12,8
119,68.252099,515,30000,38268,1,0,0,0,0,0,0,5,120
120,68.82207,515,30000,38268,1,0,0,0,0,0,0,14,232
121,69.39206800000001,515,30000,38268,1,0,0,0,0,0,0,7,88
122,69.962248,515,30000,38268,1,0,0,0,0,0,0,0,200
123,70.53205600000003,515,30000,38268,1,0,0,0,0,0,0,9,56
124,71.102086,515,30000,38268,1,0,0,0,0,0,0,2,168
125,71.67205799999998,515,30000,38268,1,0,0,0,0,0,0,11,24
126,72.24206600000002,515,30000,38268,1,0,0,0,0,0,0,4,136
127,72.812064,515,30000,38268,1,0,0,0,0,0,0,13,248
128,73.382026,515,30000,38268,1,0,0,0,0,0,0,6,104
129,73.952049,515,30000,38268,1,0,0,0,0,0,0,15,216
130,74.52204499999998,515,30000,38268,1,0,0,0,0,0,0,8,72
131,75.092014,515,30000,38268,1,0,0,0,0,0,0,1,184
132,75.661992,515,30000,38268,1,0,0,0,0,0,0,10,40
133,76.232016,515,30000,38268,1,0,0,0,0,0,0,3,152
134,76.80203399999998,515,30000,38268,1,0,0,0,0,0,0,12,8
135,77.372033,515,30000,38268,1,0,0,0,0,0,0,5,120
136,77.941997,515,30000,38268,1,0,0,0,0,0,0,14,232
137,78.511984,515,30000,38268,1,0,0,0,0,0,0,7,88
138,79.082021,515,30000,38268,1,0,0,0,0,0,0,0,200
139,79.65199399999999,515,30000,38268,1,0,0,0,0,0,0,9,56
140,80.222002,515,30000,38268,1,0,0,0,0,0,0,2,168
141,80.791989,515,30000,38268,1,0,0,0,0,0,0,11,24
142,81.361985,515,30000,38268,1,0,0,0,0,0,0,4,136
143,81.93198000000002,515,30000,38268,1,0,0,0,0,0,0,13,248
144,82.501979,515,30000,38268,1,0,0,0,0,0,0,6,104
145,83.071991,515,30000,38268,1,0,0,0,0,0,0,15,216
146,83.641965,515,30000,38268,1,0,0,0,0,0,0,8,72
147,84.2117,515,30000,38268,1,0,0,0,0,0,0,1,184
148,84.78169,515,30000,38268,1,0,0,0,0,0,0,10,40
149,85.351945,515,30000,38268,1,0,0,0,0,0,0,3,152
150,85.921696,515,30000,38268,1,0,0,0,0,0,0,12,8
151,86.491681,515,30000,38268,1,0,0,0,0,0,0,5,120
152,87.06196700000002,515,30000,38268,1,0,0,0,0,0,0,14,232
153,87.63194,515,30000,38268,1,0,0,0,0,0,0,7,88
154,88.20167,515,30000,38268,1,0,0,0,0,0,0,0,200
155,88.771663,515,30000,38268,1,0,0,0,0,0,0,9,56
156,89.341691,515,30000,38268,1,0,0,0,0,0,0,2,168
157,89.91166899999996,515,30000,38268,1,0,0,0,0,0,0,11,24
158,90.481666,515,30000,38268,1,0,0,0,0,0,0,4,136
159,91.05167800000001,515,30000,38268,1,0,0,0,0,0,0,13,248
160,91.621658,515,30000,38268,1,0,0,0,0,0,0,6,104
161,92.191636,515,30000,38268,1,0,0,0,0,0,0,15,216
162,92.761478,515,30000,38268,1,0,0,0,0,0,0,8,72
163,93.331637,515,30000,38268,1,0,0,0,0,0,0,1,184
164,93.901638,515,30000,38268,1,0,0,0,0,0,0,10,40
165,94.471645,515,30000,38268,1,0,0,0,0,0,0,3,152
166,95.04162600000001,515,30000,38268,1,0,0,0,0,0,0,12,8
167,95.611615,515,30000,38268,1,0,0,0,0,0,0,5,120
168,96.181632,515,30000,38268,1,0,0,0,0,0,0,14,232
169,96.75164000000001,515,30000,38268,1,0,0,0,0,0,0,7,88
170,97.32160999999999,515,30000,38268,1,0,0,0,0,0,0,0,200
171,97.891628,515,30000,38268,1,0,0,0,0,0,0,9,56
172,98.461951,515,30000,38268,1,0,0,0,0,0,0,2,168
173,99.031603,515,30000,38268,1,0,0,0,0,0,0,11,24
174,99.60158100000001,515,30000,38268,1,0,0,0,0,0,0,4,136
175,100.17160600000001,515,30000,38268,1,0,0,0,0,0,0,13,248
176,100.74155999999999,515,30000,38268,1,0,0,0,0,0,0,6,104
177,101.311581,515,30000,38268,1,0,0,0,0,0,0,15,216
178,101.88157700000001,515,30000,38268,1,0,0,0,0,0,0,8,72
179,102.45159,515,30000,38268,1,0,0,0,0,0,0,1,184
180,103.021579,515,30000,38268,1,0,0,0,0,0,0,10,40
181,103.591549,515,30000,38268,1,0,0,0,0,0,0,3,152
182,104.161935,515,30000,38268,1,0,0,0,0,0,0,12,8
183,104.731525,515,30000,38268,1,0,0,0,0,0,0,5,120
184,105.30152,515,30000,38268,1,0,0,0,0,0,0,14,232
185,105.87151899999999,515,30000,38268,1,0,0,0,0,0,0,7,88
186,106.441547,515,30000,38268,1,0,0,0,0,0,0,0,200
187,107.01153000000001,515,30000,38268,1,0,0,0,0,0,0,9,56
188,107.581544,515,30000,38268,1,0,0,0,0,0,0,2,168
189,108.15151399999999,515,30000,38268,1,0,0,0,0,0,0,11,24
190,108.7215,515,30000,38268,1,0,0,0,0,0,0,4,136
191,109.291496,515,30000,38268,1,0,0,0,0,0,0,13,248
192,109.86192199999999,515,30000,38268,1,0,0,0,0,0,0,6,104
193,110.43148799999999,515,30000,38268,1,0,0,0,0,0,0,15,216
194,111.00149099999999,515,30000,38268,1,0,0,0,0,0,0,8,72
195,111.571491,515,30000,38268,1,0,0,0,0,0,0,1,184
196,112.14148899999999,515,30000,38268,1,0,0,0,0,0,0,10,40
197,112.71146599999999,515,30000,38268,1,0,0,0,0,0,0,3,152
198,113.281477,515,30000,38268,1,0,0,0,0,0,0,12,8
199,113.85146,515,30000,38268,1,0,0,0,0,0,0,5,120
200,114.42145900000001,515,30000,38268,1,0,0,0,0,0,0,14,232
201,114.991451,515,30000,38268,1,0,0,0,0,0,0,7,88
202,115.561908,515,30000,38268,1,0,0,0,0,0,0,0,200
203,116.13143799999999,515,30000,38268,1,0,0,0,0,0,0,9,56
204,116.70143999999999,515,30000,38268,1,0,0,0,0,0,0,2,168
205,117.271449,515,30000,38268,1,0,0,0,0,0,0,11,24
206,117.841424,515,30000,38268,1,0,0,0,0,0,0,4,136
207,118.411422,515,30000,38268,1,0,0,0,0,0,0,13,248
208,118.981426,515,30000,38268,1,0,0,0,0,0,0,6,104
209,119.55141499999999,515,30000,38268,1,0,0,0,0,0,0,15,216
210,120.12141299999999,515,30000,38268,1,0,0,0,0,0,0,8,72
211,120.691424,515,30000,38268,1,0,0,0,0,0,0,1,184
212,121.261169,515,30000,38268,1,0,0,0,0,0,0,10,40
213,121.831401,515,30000,38268,1,0,0,0,0,0,0,3,152
214,122.40140600000001,515,30000,38268,1,0,0,0,0,0,0,12,8
215,122.971375,515,30000,38268,1,0,0,0,0,0,0,5,120
216,123.54138,515,30000,38268,1,0,0,0,0,0,0,14,232
217,124.111397,515,30000,38268,1,0,0,0,0,0,0,7,88
218,124.681397,515,30000,38268,1,0,0,0,0,0,0,0,200
219,125.25138799999999,515,30000,38268,1,0,0,0,0,0,0,9,56
220,125.82135600000001,515,30000,38268,1,0,0,0,0,0,0,2,168
221,126.39135900000001,515,30000,38268,1,0,0,0,0,0,0,11,24
222,126.961152,515,30000,38268,1,0,0,0,0,0,0,4,136
223,127.53133799999999,515,30000,38268,1,0,0,0,0,0,0,13,248
224,128.101351,515,30000,38268,1,0,0,0,0,0,0,6,104
225,128.67136100000002,515,30000,38268,1,0,0,0,0,0,0,15,216
226,129.24132,515,30000,38268,1,0,0,0,0,0,0,8,72
227,129.811322,515,30000,38268,1,0,0,0,0,0,0,1,184
228,130.381334,515,30000,38268,1,0,0,0,0,0,0,10,40
229,130.951348,515,30000,38268,1,0,0,0,0,0,0,3,152
230,131.52133,515,30000,38268,1,0,0,0,0,0,0,12,8
231,132.091297,515,30000,38268,1,0,0,0,0,0,0,5,120
232,132.66114,515,30000,38268,1,0,0,0,0,0,0,14,232
233,133.23128300000002,515,30000,38268,1,0,0,0,0,0,0,7,88
234,133.80131699999998,515,30000,38268,1,0,0,0,0,0,0,0,200
235,134.371318,515,30000,38268,1,0,0,0,0,0,0,9,56
236,134.941272,515,30000,38268,1,0,0,0,0,0,0,2,168
237,135.511281,515,30000,38268,1,0,0,0,0,0,0,11,24
238,136.08129399999999,515,30000,38268,1,0,0,0,0,0,0,4,136
239,136.65130200000002,515,30000,38268,1,0,0,0,0,0,0,13,248
240,137.221263,515,30000,38268,1,0,0,0,0,0,0,6,104
241,137.79128500000002,515,30000,38268,1,0,0,0,0,0,0,15,216
242,138.361127,515,30000,38268,1,0,0,0,0,0,0,8,72
243,138.93123899999998,515,30000,38268,1,0,0,0,0,0,0,1,184
244,139.501265,515,30000,38268,1,0,0,0,0,0,0,10,40
245,140.071251,515,30000,38268,1,0,0,0,0,0,0,3,152
246,140.641253,515,30000,38268,1,0,0,0,0,0,0,12,8
247,141.211251,515,30000,38268,1,0,0,0,0,0,0,5,120
248,141.781211,515,30000,38268,1,0,0,0,0,0,0,14,232
249,142.351223,515,30000,38268,1,0,0,0,0,0,0,7,88
250,142.92126499999995,515,30000,38268,1,0,0,0,0,0,0,0,200
251,143.491225,515,30000,38268,1,0,0,0,0,0,0,9,56
252,144.06112099999999,515,30000,38268,1,0,0,0,0,0,0,2,168
253,144.631194,515,30000,38268,1,0,0,0,0,0,0,11,24
254,145.201229,515,30000,38268,1,0,0,0,0,0,0,4,136
255,145.77119299999995,515,30000,38268,1,0,0,0,0,0,0,13,248
256,146.341203,515,30000,38268,1,0,0,0,0,0,0,6,104
257,146.911196,515,30000,38268,1,0,0,0,0,0,0,15,216
258,147.481207,515,30000,38268,1,0,0,0,0,0,0,8,72
259,148.051177,515,30000,38268,1,0,0,0,0,0,0,1,184
260,148.621189,515,30000,38268,1,0,0,0,0,0,0,10,40
261,149.191158,515,30000,38268,1,0,0,0,0,0,0,3,152
262,149.761108,515,30000,38268,1,0,0,0,0,0,0,12,8
263,150.33118000000005,515,30000,38268,1,0,0,0,0,0,0,5,120
264,150.90117,515,30000,38268,1,0,0,0,0,0,0,14,232
265,151.471168,515,30000,38268,1,0,0,0,0,0,0,7,88
266,152.041147,515,30000,38268,1,0,0,0,0,0,0,0,200
267,152.611133,515,30000,38268,1,0,0,0,0,0,0,9,56
268,153.181142,515,30000,38268,1,0,0,0,0,0,0,2,168
269,153.751141,515,30000,38268,1,0,0,0,0,0,0,11,24
270,154.32111,515,30000,38268,1,0,0,0,0,0,0,4,136
271,154.891123,515,30000,38268,1,0,0,0,0,0,0,13,248
272,155.46108999999996,515,30000,38268,1,0,0,0,0,0,0,6,104
273,156.031138,515,30000,38268,1,0,0,0,0,0,0,15,216
274,156.60111799999999,515,30000,38268,1,0,0,0,0,0,0,8,72
275,157.171111,515,30000,38268,1,0,0,0,0,0,0,1,184
276,157.74111399999995,515,30000,38268,1,0,0,0,0,0,0,10,40
277,158.311091,515,30000,38268,1,0,0,0,0,0,0,3,152
278,158.88108200000005,515,30000,38268,1,0,0,0,0,0,0,12,8
279,159.4511,515,30000,38268,1,0,0,0,0,0,0,5,120
280,160.021099,515,30000,38268,1,0,0,0,0,0,0,14,232
281,160.591104,515,30000,38268,1,0,0,0,0,0,0,7,88
282,161.161073,515,30000,38268,1,0,0,0,0,0,0,0,200
283,161.731085,515,30000,38268,1,0,0,0,0,0,0,9,56
284,162.301089,515,30000,38268,1,0,0,0,0,0,0,2,168
285,162.871098,515,30000,38268,1,0,0,0,0,0,0,11,24
286,163.440814,515,30000,38268,1,0,0,0,0,0,0,4,136
287,164.011075,515,30000,38268,1,0,0,0,0,0,0,13,248
288,164.581058,515,30000,38268,1,0,0,0,0,0,0,6,104
289,165.151094,515,30000,38268,1,0,0,0,0,0,0,15,216
290,165.721056,515,30000,38268,1,0,0,0,0,0,0,8,72
291,166.290777,515,30000,38268,1,0,0,0,0,0,0,1,184
292,166.86082199999996,515,30000,38268,1,0,0,0,0,0,0,10,40
293,167.431056,515,30000,38268,1,0,0,0,0,0,0,3,152
294,168.000777,515,30000,38268,1,0,0,0,0,0,0,12,8
295,168.57076999999995,515,30000,38268,1,0,0,0,0,0,0,5,120
296,169.141041,515,30000,38268,1,0,0,0,0,0,0,14,232
297,169.710795,515,30000,38268,1,0,0,0,0,0,0,7,88
298,170.280771,515,30000,38268,1,0,0,0,0,0,0,0,200
299,170.850766,515,30000,38268,1,0,0,0,0,0,0,9,56
300,171.420758,515,30000,38268,1,0,0,1,0,0,0,2,201
301,171.990748,515,30000,38268,1,0,0,1,0,0,0,11,109
302,172.560807,515,30000,38268,1,0,0,1,0,0,0,4,221
303,173.13074699999999,515,29993,38268,1,0,0,1,0,0,0,13,114
304,173.70075,515,29940,38268,1,0,0,1,0,0,0,6,2
305,174.27075200000004,515,29940,38268,1,0,0,1,0,0,0,15,148
306,174.840752,515,29909,38268,1,0,0,1,0,0,0,8,40
307,175.410747,515,29888,38268,1,0,0,1,0,0,0,1,187
308,175.980744,515,29867,38268,1,0,0,1,0,0,0,10,43
309,176.550737,515,29857,38268,1,0,0,1,0,0,0,3,166
310,177.120746,515,29836,38268,1,0,0,1,0,0,0,12,36
311,177.69073400000005,515,29837,38268,1,0,0,1,0,0,0,5,159
312,178.260808,515,29951,38268,1,0,0,1,0,0,0,14,16
313,178.830733,515,29956,38268,1,0,0,1,0,0,0,7,146
314,179.400738,515,29915,38268,1,0,0,1,0,0,0,0,25
315,179.970733,515,29864,38268,1,0,0,1,0,0,0,9,159
316,180.540731,515,29848,38268,1,0,0,1,0,0,0,2,26
317,181.110725,515,29840,38268,1,0,0,1,0,0,0,11,161
318,181.680738,515,29822,38268,1,0,0,1,0,0,0,4,36
319,182.250723,515,29821,38268,1,0,0,1,0,0,0,13,164
320,182.820731,515,29812,38268,1,0,0,1,0,0,0,6,38
321,183.390737,515,29783,38268,1,0,0,1,0,0,0,15,157
322,183.960793,515,29776,38268,1,0,0,1,0,0,0,8,13
323,184.530725,515,29776,38268,1,0,0,1,0,0,0,1,123
324,185.100723,515,29857,38268,1,0,0,1,0,0,0,10,228
325,185.670717,515,29878,38268,1,0,0,1,0,0,0,3,84
326,186.240723,515,29839,38268,1,0,0,1,0,0,0,12,196
327,186.810722,515,29821,38268,1,0,0,1,0,0,0,5,52
328,187.38071399999998,515,29900,38268,1,0,0,1,0,0,0,14,164
329,187.950715,515,30000,38268,1,0,0,1,0,0,0,7,20
330,188.520724,515,30000,38268,1,0,0,1,0,0,0,0,139
331,189.090708,515,30000,38268,1,0,0,1,0,0,0,9,4
332,189.660769,515,30000,38268,1,0,0,1,0,0,0,2,125
333,190.23071000000002,515,30000,38268,1,0,0,1,0,0,0,11,128
334,190.800713,515,30000,38268,1,0,0,1,0,0,0,4,31
335,191.37070400000002,515,30062,38268,1,0,0,1,0,0,0,13,108
336,191.94071399999999,515,30220,38268,1,0,0,1,0,0,0,6,203
337,192.51071000000002,515,30386,38268,1,0,0,1,0,0,0,15,54
338,193.080712,515,30449,38268,1,0,0,1,0,0,0,8,192
339,193.650703,515,30463,38268,1,0,0,1,0,0,0,1,151
340,194.220709,515,30461,38268,1,0,0,1,0,0,0,10,123
341,194.790795,515,30404,38268,1,0,0,1,0,0,0,3,0
342,195.360551,515,30407,38268,1,0,0,1,0,0,0,12,92
343,195.930787,515,30362,38268,1,0,0,1,0,0,0,5,17
344,196.500773,515,30252,38268,1,0,0,1,0,0,0,14,189
345,197.070748,515,30219,38268,1,0,0,1,0,0,0,7,85
346,197.640771,515,30045,38268,1,0,0,1,0,0,0,0,218
347,198.210738,515,30089,38268,1,0,0,1,0,0,0,9,74
348,198.780748,515,30128,38268,1,0,0,1,0,0,0,2,193
349,199.350753,515,30045,38268,1,0,0,1,0,0,0,10,72
350,199.920716,515,30020,38268,1,0,0,1,0,0,0,4,168
351,200.490728,515,30020,38268,1,0,0,1,0,0,0,13,14
352,201.060466,515,30019,38268,1,0,0,1,0,0,0,6,114
353,201.630727,515,30032,38268,1,0,0,1,0,0,0,15,213
354,202.2007,515,30091,38268,1,0,0,1,0,0,0,8,48
355,202.77068799999998,515,30088,38268,1,0,0,1,0,0,0,1,151
356,203.340703,515,30087,38268,1,0,0,1,0,0,0,10,3
357,203.91071399999998,515,30089,38268,1,0,0,1,0,0,0,3,112
358,204.480719,515,30082,38268,1,0,0,1,0,0,0,12,225
359,205.050729,515,30055,38268,1,0,0,1,0,0,0,4,97
360,205.62068,515,30079,38268,1,0,0,1,0,0,0,14,190
361,206.190713,515,30125,38268,1,0,0,1,0,0,0,7,48
362,206.760417,515,30126,38268,1,0,0,1,0,0,0,0,177
363,207.330649,515,30120,38268,1,0,0,1,0,0,0,9,46
364,207.900687,515,30119,38268,1,0,0,1,0,0,0,2,175
365,208.470653,515,30106,38268,1,0,0,1,0,0,0,11,41
366,209.040663,515,30136,38268,1,0,0,1,0,0,0,4,157
367,209.610656,515,30263,38268,1,0,0,1,0,0,0,13,19
368,210.180642,515,30312,38268,1,0,0,1,0,0,0,6,165
369,210.750662,515,30348,38268,1,0,0,1,0,0,0,14,78
370,211.32065,515,30389,38268,1,0,0,1,0,0,0,8,236
371,211.890658,515,30316,38268,1,0,0,1,0,0,0,1,123
372,212.460383,515,30194,38268,1,0,0,1,0,0,0,10,235
373,213.03060200000002,515,30148,38268,1,0,0,1,0,0,0,3,91
374,213.60063300000002,515,30033,38268,1,0,0,1,0,0,0,12,203
375,214.17063599999997,515,30000,38268,1,0,0,1,0,0,0,5,59
376,214.740588,515,30147,38268,1,0,0,1,0,0,0,14,171
377,215.310613,515,30262,38268,1,0,0,1,0,0,0,7,27
378,215.880611,515,30286,38268,1,0,0,1,0,0,0,0,139
379,216.45061099999998,515,30286,38268,1,0,0,1,0,0,0,8,11
380,217.020604,515,30286,38268,1,0,0,1,0,0,0,2,107
381,217.590604,515,30001,38268,1,0,0,1,0,0,0,11,219
382,218.160361,515,30000,38268,1,0,0,1,0,0,0,4,75
383,218.730581,515,30000,38268,1,0,0,1,0,0,0,13,187
384,219.300564,515,30000,38268,1,0,0,1,0,0,0,6,43
385,219.870577,515,30024,38268,1,0,0,1,0,0,0,15,155
386,220.440567,515,30036,38268,1,0,0,1,0,0,0,8,11
387,221.010542,515,30042,38268,1,0,0,1,0,0,0,1,123
388,221.58053700000002,515,30051,38268,1,0,0,1,0,0,0,10,235
389,222.15055,515,30058,38268,1,0,0,1,0,0,0,2,107
390,222.72056,515,30060,38268,1,0,0,1,0,0,0,12,203
391,223.290529,515,30066,38268,1,0,0,1,0,0,0,5,59
392,223.860316,515,30069,38268,1,0,0,1,0,0,0,14,171
393,224.430527,515,30071,38268,1,0,0,1,0,0,0,7,27
394,225.00054100000003,515,30073,38268,1,0,0,1,0,0,0,0,139
395,225.57052099999999,515,30074,38268,1,0,0,1,0,0,0,9,251
396,226.14050099999997,515,30075,38268,1,0,0,1,0,0,0,2,107
397,226.71052799999998,515,30075,38268,1,0,0,1,0,0,0,11,219
398,227.280486,515,30075,38268,1,0,0,1,0,0,0,4,75
399,227.85048799999998,515,30078,38268,1,0,0,1,0,0,0,12,203
400,228.42051899999998,515,30078,38268,1,0,0,1,0,0,0,6,43
401,228.99050099999997,515,30076,38268,1,0,0,1,0,0,0,15,155
402,229.56025,515,30074,38268,1,0,0,1,0,0,0,8,11
403,230.130475,515,30076,38268,1,0,0,1,0,0,0,1,123
404,230.70048300000002,515,30074,38268,1,0,0,1,0,0,0,10,235
405,231.270448,515,30073,38268,1,0,0,1,0,0,0,3,91
406,231.840483,515,30070,38268,1,0,0,1,0,0,0,12,203
407,232.41044,515,30069,38268,1,0,0,1,0,0,0,5,59
408,232.98046499999998,515,30069,38268,1,0,0,1,0,0,0,14,171
409,233.550434,515,30067,38268,1,0,0,1,0,0,0,6,43
410,234.12045600000002,515,30066,38268,1,0,0,1,0,0,0,0,139
411,234.690433,515,30067,38268,1,0,0,1,0,0,0,9,251
412,235.26044500000003,515,30068,38268,1,0,0,1,0,0,0,2,107
413,235.830434,515,30066,38268,1,0,0,1,0,0,0,11,219
414,236.40043300000002,515,30065,38268,1,0,0,1,0,0,0,4,75
415,236.970427,515,30065,38268,1,0,0,1,0,0,0,13,187
416,237.54039300000002,515,30066,38268,1,0,0,1,0,0,0,6,43
417,238.11041,515,30066,38268,1,0,0,1,0,0,0,15,155
418,238.68040699999997,515,30065,38268,1,0,0,1,0,0,0,8,11
419,239.25042599999998,515,30063,38268,1,0,0,1,0,0,0,0,139
420,239.820399,515,30063,38268,1,0,0,1,0,0,0,10,235
421,240.390367,515,30064,38268,1,0,0,1,0,0,0,3,91
422,240.960176,515,30064,38268,1,0,0,1,0,0,0,12,203
423,241.53038199999997,515,30064,38268,1,0,0,1,0,0,0,5,59
424,242.10035699999997,515,30345,38268,1,0,0,1,0,0,0,14,171
425,242.670385,515,30295,38268,1,0,0,1,0,0,0,7,27
426,243.240367,515,30254,38268,1,0,0,1,0,0,0,0,139
427,243.81036,515,30227,38268,1,0,0,1,0,0,0,9,251
428,244.38035699999998,515,30195,38268,1,0,0,1,0,0,0,2,107
429,244.950346,515,30169,38268,1,0,0,1,0,0,0,10,235
430,245.52036099999998,515,30149,38268,1,0,0,1,0,0,0,4,75
431,246.090345,515,30130,38268,1,0,0,1,0,0,0,13,187
432,246.66009300000002,515,30118,38268,1,0,0,1,0,0,0,6,43
433,247.230335,515,30105,38268,1,0,0,1,0,0,0,15,155
434,247.80034500000002,515,30096,38268,1,0,0,1,0,0,0,8,11
435,248.370339,515,30088,38268,1,0,0,1,0,0,0,1,123
436,248.940312,515,30082,38268,1,0,0,1,0,0,0,10,235
437,249.510315,515,30078,38268,1,0,0,1,0,0,0,3,91
438,250.080298,515,30073,38268,1,0,0,1,0,0,0,12,203
439,250.65029900000002,515,30069,38268,1,0,0,1,0,0,0,4,75
440,251.22027400000002,515,30066,38268,1,0,0,1,0,0,0,14,171
441,251.79029500000001,515,30066,38268,1,0,0,1,0,0,0,7,27
442,252.360062,515,30063,38268,1,0,0,1,0,0,0,0,139
443,252.93029700000002,515,30061,38268,1,0,0,1,0,0,0,9,251
444,253.50029300000003,515,30063,38268,1,0,0,1,0,0,0,2,107
445,254.070254,515,30060,38268,1,0,0,1,0,0,0,11,219
446,254.64026,515,30060,38268,1,0,0,1,0,0,0,4,75
447,255.210277,515,30060,38268,1,0,0,1,0,0,0,13,187
448,255.78024100000002,515,30062,38268,1,0,0,1,0,0,0,6,43
449,256.35024,515,30060,38268,1,0,0,1,0,0,0,14,171
450,256.920246,515,30061,38268,1,0,0,1,0,0,0,8,11
451,257.490234,515,30061,38268,1,0,0,1,0,0,0,1,123
452,258.060006,515,30060,38268,1,0,0,1,0,0,0,10,235
453,258.629989,515,30061,38268,1,0,0,1,0,0,0,3,91
454,259.200219,515,30061,38268,1,0,0,1,0,0,0,12,203
455,259.770221,515,30060,38268,1,0,0,1,0,0,0,5,59
456,260.340227,515,30061,38268,1,0,0,1,0,0,0,14,171
457,260.91022599999997,515,30062,38268,1,0,0,1,0,0,0,7,27
458,261.48020299999996,515,30061,38268,1,0,0,1,0,0,0,0,139
459,262.049995,515,30221,38268,1,0,0,1,0,0,0,8,11
460,262.62020099999995,515,30202,38268,1,0,0,1,0,0,0,2,107
461,263.190179,515,30177,38268,1,0,0,1,0,0,0,11,219
462,263.75998,515,30157,38268,1,0,0,1,0,0,0,4,75
463,264.330208,515,30142,38268,1,0,0,1,0,0,0,13,187
464,264.900195,515,30126,38268,1,0,0,1,0,0,0,6,43
465,265.46993100000003,515,30113,38268,1,0,0,1,0,0,0,15,155
466,266.040184,515,30102,38268,1,0,0,1,0,0,0,8,11
467,266.610161,515,30095,38268,1,0,0,1,0,0,0,1,123
468,267.17995,515,30089,38268,1,0,0,1,0,0,0,10,235
469,267.750165,515,30082,38268,1,0,0,1,0,0,0,2,107
470,268.320148,515,30077,38268,1,0,0,1,0,0,0,12,203
471,268.88993700000003,515,30219,38268,1,0,0,1,0,0,0,5,59
472,269.460154,515,30191,38268,1,0,0,1,0,0,0,14,171
473,270.030141,515,30173,38268,1,0,0,1,0,0,0,7,27
474,270.59992,515,30151,38268,1,0,0,1,0,0,0,0,139
475,271.170112,515,30133,38268,1,0,0,1,0,0,0,9,251
476,271.740146,515,30119,38268,1,0,0,1,0,0,0,2,107
477,272.30989700000003,515,30109,38268,1,0,0,1,0,0,0,11,219
478,272.880116,515,30100,38268,1,0,0,1,0,0,0,4,75
479,273.45012599999995,515,30090,38268,1,0,0,1,0,0,0,12,203
480,274.019872,515,30085,38268,1,0,0,1,0,0,0,6,43
481,274.590124,515,30081,38268,1,0,0,1,0,0,0,15,155
482,275.160108,515,30077,38268,1,0,0,1,0,0,0,8,11
483,275.729849,515,30073,38268,1,0,0,1,0,0,0,1,123
484,276.300081,515,30071,38268,1,0,0,1,0,0,0,10,235
