,01VCU_Tx_trqMCURR,06VCU_Tx_stMCURRReq,10VCU_Tx_ctRolling8,11VCU_Tx_numChkS8
0,0.19928825622775648,0.0,0.4,0.40784313725490196
1,0.19928825622775648,0.0,1.0,0.8470588235294118
2,0.19928825622775648,0.0,0.5333333333333333,0.2823529411764706
3,0.19928825622775648,0.0,0.06666666666666667,0.7215686274509804
4,0.19928825622775648,0.0,0.6666666666666666,0.1568627450980392
5,0.19928825622775648,0.0,0.2,0.596078431372549
6,0.19928825622775648,0.0,0.8,0.03137254901960784
7,0.19928825622775648,0.0,0.3333333333333333,0.47058823529411764
8,0.19928825622775648,0.0,0.9333333333333333,0.9098039215686274
9,0.19928825622775648,0.0,0.4666666666666667,0.34509803921568627
10,0.19928825622775648,0.0,0.0,0.7843137254901961
11,0.19928825622775648,0.0,0.6,0.2196078431372549
12,0.19928825622775648,0.0,0.13333333333333333,0.6588235294117647
13,0.19928825622775648,0.0,0.7333333333333333,0.09411764705882353
14,0.19928825622775648,0.0,0.26666666666666666,0.5333333333333333
15,0.19928825622775648,0.0,0.8666666666666667,0.9725490196078431
16,0.19928825622775648,0.0,0.4,0.40784313725490196
17,0.19928825622775648,0.0,1.0,0.8470588235294118
18,0.19928825622775648,0.0,0.5333333333333333,0.2823529411764706
19,0.19928825622775648,0.0,0.06666666666666667,0.7215686274509804
20,0.19928825622775648,0.0,0.6666666666666666,0.1568627450980392
21,0.19928825622775648,0.0,0.2,0.596078431372549
22,0.19928825622775648,0.0,0.8,0.03137254901960784
23,0.19928825622775648,0.0,0.3333333333333333,0.47058823529411764
24,0.19928825622775648,0.0,0.9333333333333333,0.9098039215686274
25,0.19928825622775648,0.0,0.4666666666666667,0.34509803921568627
26,0.19928825622775648,0.0,0.0,0.7843137254901961
27,0.19928825622775648,0.0,0.6,0.2196078431372549
28,0.19928825622775648,0.0,0.13333333333333333,0.6588235294117647
29,0.19928825622775648,0.0,0.7333333333333333,0.09411764705882353
30,0.19928825622775648,0.0,0.26666666666666666,0.5333333333333333
31,0.19928825622775648,0.0,0.8666666666666667,0.9725490196078431
32,0.19928825622775648,0.0,0.4,0.40784313725490196
33,0.19928825622775648,0.0,1.0,0.8470588235294118
34,0.19928825622775648,0.0,0.5333333333333333,0.2823529411764706
35,0.19928825622775648,0.0,0.06666666666666667,0.7215686274509804
36,0.19928825622775648,0.0,0.6666666666666666,0.1568627450980392
37,0.19928825622775648,0.0,0.2,0.596078431372549
38,0.19928825622775648,0.0,0.8,0.03137254901960784
39,0.19928825622775648,0.0,0.3333333333333333,0.47058823529411764
40,0.19928825622775648,0.0,0.9333333333333333,0.9098039215686274
41,0.19928825622775648,0.0,0.4666666666666667,0.34509803921568627
42,0.19928825622775648,0.0,0.0,0.7843137254901961
43,0.19928825622775648,0.0,0.6,0.2196078431372549
44,0.19928825622775648,0.0,0.13333333333333333,0.6588235294117647
45,0.19928825622775648,0.0,0.7333333333333333,0.09411764705882353
46,0.19928825622775648,0.0,0.26666666666666666,0.5333333333333333
47,0.19928825622775648,0.0,0.8666666666666667,0.9725490196078431
48,0.19928825622775648,0.0,0.4,0.40784313725490196
49,0.19928825622775648,0.0,1.0,0.8470588235294118
50,0.19928825622775648,0.0,0.5333333333333333,0.2823529411764706
51,0.19928825622775648,0.0,0.06666666666666667,0.7215686274509804
52,0.19928825622775648,0.0,0.6666666666666666,0.1568627450980392
53,0.19928825622775648,0.0,0.2,0.596078431372549
54,0.19928825622775648,0.0,0.8,0.03137254901960784
55,0.19928825622775648,0.0,0.3333333333333333,0.47058823529411764
56,0.19928825622775648,0.0,0.9333333333333333,0.9098039215686274
57,0.19928825622775648,0.0,0.4666666666666667,0.34509803921568627
58,0.19928825622775648,0.0,0.0,0.7843137254901961
59,0.19928825622775648,0.0,0.6,0.2196078431372549
60,0.19928825622775648,0.0,0.13333333333333333,0.6588235294117647
61,0.19928825622775648,0.0,0.7333333333333333,0.09411764705882353
62,0.19928825622775648,0.0,0.26666666666666666,0.5333333333333333
63,0.19928825622775648,0.0,0.8666666666666667,0.9725490196078431
64,0.19928825622775648,0.0,0.4,0.40784313725490196
65,0.19928825622775648,0.0,1.0,0.8470588235294118
