,01VCU_Tx_trqMCUFL,06VCU_Tx_stMCUFLReq,10VCU_Tx_ctRolling5,11VCU_Tx_numChkS5
0,0.235294117647058,0.0,0.8,0.596078431372549
1,0.235294117647058,0.0,0.4,0.9725490196078431
2,0.235294117647058,0.0,0.9333333333333333,0.47058823529411764
3,0.235294117647058,0.0,0.5333333333333333,0.8470588235294118
4,0.235294117647058,0.0,0.0,0.34509803921568627
5,0.235294117647058,0.0,0.6666666666666666,0.7215686274509804
6,0.235294117647058,0.0,0.13333333333333333,0.2196078431372549
7,0.235294117647058,0.0,0.7333333333333333,0.6588235294117647
8,0.235294117647058,0.0,0.26666666666666666,0.09411764705882353
9,0.235294117647058,0.0,0.9333333333333333,0.47058823529411764
10,0.235294117647058,0.0,0.4,0.9725490196078431
11,0.235294117647058,0.0,1.0,0.40784313725490196
12,0.235294117647058,0.0,0.5333333333333333,0.8470588235294118
13,0.235294117647058,0.0,0.13333333333333333,0.2196078431372549
14,0.235294117647058,0.0,0.6666666666666666,0.7215686274509804
15,0.235294117647058,0.0,0.26666666666666666,0.09411764705882353
16,0.235294117647058,0.0,0.8,0.596078431372549
17,0.235294117647058,0.0,0.3333333333333333,0.03137254901960784
18,0.235294117647058,0.0,0.9333333333333333,0.47058823529411764
19,0.235294117647058,0.0,0.4666666666666667,0.9098039215686274
20,0.235294117647058,0.0,0.0,0.34509803921568627
21,0.235294117647058,0.0,0.6,0.7843137254901961
22,0.235294117647058,0.0,0.13333333333333333,0.2196078431372549
23,0.235294117647058,0.0,0.8,0.596078431372549
24,0.235294117647058,0.0,0.26666666666666666,0.09411764705882353
25,0.235294117647058,0.0,0.9333333333333333,0.47058823529411764
26,0.235294117647058,0.0,0.4,0.9725490196078431
27,0.235294117647058,0.0,1.0,0.40784313725490196
28,0.235294117647058,0.0,0.5333333333333333,0.8470588235294118
29,0.235294117647058,0.0,0.06666666666666667,0.2823529411764706
30,0.235294117647058,0.0,0.6666666666666666,0.7215686274509804
31,0.235294117647058,0.0,0.2,0.1568627450980392
32,0.235294117647058,0.0,0.8,0.596078431372549
33,0.235294117647058,0.0,0.3333333333333333,0.03137254901960784
34,0.235294117647058,0.0,0.9333333333333333,0.47058823529411764
35,0.235294117647058,0.0,0.5333333333333333,0.8470588235294118
36,0.235294117647058,0.0,0.0,0.34509803921568627
37,0.235294117647058,0.0,0.6,0.7843137254901961
38,0.235294117647058,0.0,0.13333333333333333,0.2196078431372549
39,0.235294117647058,0.0,0.7333333333333333,0.6588235294117647
40,0.235294117647058,0.0,0.26666666666666666,0.09411764705882353
41,0.235294117647058,0.0,0.8666666666666667,0.5333333333333333
42,0.235294117647058,0.0,0.4,0.9725490196078431
43,0.235294117647058,0.0,1.0,0.40784313725490196
44,0.235294117647058,0.0,0.5333333333333333,0.8470588235294118
45,0.235294117647058,0.0,0.06666666666666667,0.2823529411764706
46,0.235294117647058,0.0,0.6666666666666666,0.7215686274509804
47,0.235294117647058,0.0,0.2,0.1568627450980392
48,0.235294117647058,0.0,0.8,0.596078431372549
49,0.235294117647058,0.0,0.3333333333333333,0.03137254901960784
50,0.235294117647058,0.0,0.9333333333333333,0.47058823529411764
51,0.235294117647058,0.0,0.4666666666666667,0.9098039215686274
52,0.235294117647058,0.0,0.0,0.34509803921568627
53,0.235294117647058,0.0,0.6,0.7843137254901961
54,0.235294117647058,0.0,0.13333333333333333,0.2196078431372549
55,0.235294117647058,0.0,0.7333333333333333,0.6588235294117647
56,0.235294117647058,0.0,0.26666666666666666,0.09411764705882353
57,0.235294117647058,0.0,0.8666666666666667,0.5333333333333333
58,0.235294117647058,0.0,0.4,0.9725490196078431
59,0.235294117647058,0.0,1.0,0.40784313725490196
60,0.235294117647058,0.0,0.5333333333333333,0.8470588235294118
61,0.235294117647058,0.0,0.06666666666666667,0.2823529411764706
62,0.235294117647058,0.0,0.6666666666666666,0.7215686274509804
63,0.235294117647058,0.0,0.2,0.1568627450980392
64,0.235294117647058,0.0,0.8,0.596078431372549
65,0.235294117647058,0.0,0.3333333333333333,0.03137254901960784
66,0.235294117647058,0.0,0.9333333333333333,0.47058823529411764
67,0.235294117647058,0.0,0.4666666666666667,0.9098039215686274
68,0.235294117647058,0.0,0.0,0.34509803921568627
69,0.235294117647058,0.0,0.6,0.7843137254901961
70,0.235294117647058,0.0,0.13333333333333333,0.2196078431372549
71,0.235294117647058,0.0,0.7333333333333333,0.6588235294117647
72,0.235294117647058,0.0,0.26666666666666666,0.09411764705882353
73,0.235294117647058,0.0,0.8666666666666667,0.5333333333333333
74,0.235294117647058,0.0,0.4,0.9725490196078431
